CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
709971708,Attrited Customer,51,F,1,High School,Single,Unknown,Blue,41,3,3,2,9701.0,0,9701.0,1.024,9404,62,0.824,0.0
710153583,Attrited Customer,30,F,0,Uneducated,Married,Less than $40K,Blue,13,3,1,3,6075.0,0,6075.0,0.923,9242,63,0.909,0.0
720565458,Attrited Customer,43,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,2,3,3,17306.0,0,17306.0,0.4,6205,65,0.806,0.0
715496058,Attrited Customer,41,F,4,Uneducated,Single,Less than $40K,Gold,36,3,3,3,15987.0,0,15987.0,0.598,7832,73,0.78,0.0
716238483,Attrited Customer,59,M,0,College,Married,$80K - $120K,Blue,50,3,2,3,12918.0,2352,10566.0,1.008,9138,76,0.9,0.182
718297683,Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,50,1,0,3,4085.0,0,4085.0,0.787,7597,71,0.69,0.0
719118708,Attrited Customer,49,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,2,5855.0,0,5855.0,0.962,9202,80,0.86,0.0
779333883,Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,33,3,3,3,7428.0,0,7428.0,0.873,8078,62,0.722,0.0
826245858,Attrited Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,40,3,4,6,34516.0,0,34516.0,0.801,7661,79,1.079,0.0
789817833,Attrited Customer,44,F,5,Post-Graduate,Unknown,Less than $40K,Blue,33,3,3,2,9073.0,2466,6607.0,0.446,6793,60,1.069,0.272
717060858,Attrited Customer,31,M,0,Graduate,Married,Less than $40K,Blue,36,3,2,3,6911.0,2517,4394.0,0.934,8123,71,0.732,0.364
757291008,Attrited Customer,46,M,4,Unknown,Married,$80K - $120K,Blue,39,3,3,2,34516.0,289,34227.0,0.95,8964,76,1.054,0.008
708963258,Attrited Customer,46,M,3,College,Married,$60K - $80K,Blue,39,3,3,2,13344.0,1907,11437.0,0.832,8534,86,0.83,0.143
711746133,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,37,4,3,2,32563.0,0,32563.0,1.013,9220,81,0.884,0.0
708496833,Attrited Customer,60,M,1,High School,Single,Less than $40K,Blue,50,4,4,5,4613.0,0,4613.0,0.978,8970,78,1.294,0.0
710895708,Attrited Customer,35,F,0,Doctorate,Married,Less than $40K,Blue,27,2,3,2,3876.0,0,3876.0,0.848,7712,73,0.825,0.0
719859033,Attrited Customer,32,M,3,Graduate,Married,$40K - $60K,Blue,20,2,2,2,3264.0,0,3264.0,0.549,6439,63,0.75,0.0
710155983,Attrited Customer,52,M,1,Unknown,Single,$40K - $60K,Blue,36,3,3,4,4826.0,0,4826.0,0.954,8585,62,1.0,0.0
779571708,Attrited Customer,43,M,5,Graduate,Married,$60K - $80K,Blue,25,1,2,3,4259.0,0,4259.0,0.934,7993,71,0.651,0.0
713318733,Attrited Customer,32,M,0,College,Single,$60K - $80K,Blue,24,3,2,3,4097.0,0,4097.0,0.836,8376,64,0.684,0.0
709611183,Attrited Customer,41,F,3,High School,Married,Less than $40K,Blue,31,3,3,3,3952.0,0,3952.0,1.002,8241,82,0.952,0.0
712441308,Attrited Customer,41,F,4,Unknown,Single,Unknown,Blue,25,2,2,3,29295.0,0,29295.0,1.411,9865,65,0.711,0.0
711684408,Attrited Customer,50,F,0,Graduate,Married,Less than $40K,Blue,38,2,3,1,4935.0,1574,3361.0,1.01,8527,84,0.5,0.319
715825458,Attrited Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12933.0,2239,10694.0,0.445,6564,56,0.514,0.173
711161133,Attrited Customer,36,F,2,Unknown,Single,Less than $40K,Blue,36,2,3,3,6071.0,0,6071.0,0.912,9338,59,0.903,0.0
713242383,Attrited Customer,39,M,2,Uneducated,Married,$120K +,Silver,19,2,1,2,34516.0,796,33720.0,0.841,7721,75,0.667,0.023
717457008,Attrited Customer,43,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,9267.0,0,9267.0,0.866,7991,90,1.093,0.0
712841883,Attrited Customer,50,M,3,College,Single,$80K - $120K,Silver,36,3,3,2,34516.0,2517,31999.0,0.735,7155,66,0.65,0.073
719582058,Attrited Customer,41,M,3,Doctorate,Single,$80K - $120K,Blue,29,2,2,3,24001.0,1629,22372.0,0.965,9102,75,0.974,0.068
711096633,Attrited Customer,37,F,2,Uneducated,Unknown,Less than $40K,Silver,29,5,2,6,12203.0,0,12203.0,0.9,8600,94,0.843,0.0
708197358,Attrited Customer,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,48,4,1,3,30543.0,264,30279.0,0.882,7784,63,0.703,0.009
757247808,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,35,2,4,3,5230.0,2517,2713.0,0.937,9495,61,0.605,0.481
710170758,Attrited Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,25,6,2,2,4469.0,2331,2138.0,1.006,8314,67,0.763,0.522
780511683,Attrited Customer,47,M,3,Graduate,Single,$40K - $60K,Blue,34,4,3,3,4413.0,232,4181.0,0.799,7869,76,0.767,0.053
719847108,Attrited Customer,52,M,1,Unknown,Married,$40K - $60K,Blue,36,4,3,3,8455.0,2517,5938.0,0.809,8124,73,1.028,0.298
708385533,Attrited Customer,49,F,1,Graduate,Married,Less than $40K,Silver,36,2,3,3,11059.0,0,11059.0,0.99,9524,80,0.905,0.0
719379858,Attrited Customer,39,M,1,Graduate,Married,$80K - $120K,Blue,36,2,2,3,24239.0,0,24239.0,0.94,8549,73,0.78,0.0
709657533,Attrited Customer,44,M,3,High School,Unknown,$120K +,Blue,36,2,3,2,7793.0,2270,5523.0,0.945,8260,54,0.5,0.291
712487883,Attrited Customer,54,M,5,High School,Married,$80K - $120K,Blue,48,2,1,3,7464.0,0,7464.0,0.865,9071,74,1.0,0.0
753220383,Attrited Customer,29,M,0,Graduate,Single,$120K +,Blue,22,2,2,3,11722.0,0,11722.0,0.778,8302,78,0.902,0.0
708340758,Attrited Customer,41,M,4,High School,Married,Less than $40K,Blue,32,2,3,3,7769.0,0,7769.0,0.943,8109,74,0.762,0.0
718376583,Attrited Customer,52,M,2,Graduate,Divorced,$80K - $120K,Silver,44,4,3,2,34516.0,751,33765.0,0.357,5806,40,0.429,0.022
720827133,Attrited Customer,43,F,3,Doctorate,Single,Less than $40K,Blue,30,1,2,2,6261.0,463,5798.0,0.889,8132,64,0.6,0.074
708948483,Attrited Customer,54,M,3,Graduate,Married,$80K - $120K,Silver,36,2,3,1,34516.0,761,33755.0,0.838,8444,68,0.744,0.022
716721483,Attrited Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,52,1,2,2,14458.0,2017,12441.0,0.99,8696,72,0.895,0.14
710527533,Attrited Customer,45,M,5,College,Single,$40K - $60K,Blue,36,4,3,3,4982.0,0,4982.0,0.886,8586,58,1.0,0.0
709996833,Attrited Customer,31,M,1,Post-Graduate,Single,Less than $40K,Silver,36,6,3,5,12359.0,0,12359.0,0.843,7528,70,0.628,0.0
714022833,Attrited Customer,42,F,2,Graduate,Single,$40K - $60K,Silver,32,4,3,3,17909.0,0,17909.0,0.225,5977,58,0.487,0.0
710178558,Attrited Customer,46,M,2,High School,Married,$60K - $80K,Gold,38,5,3,6,34516.0,2517,31999.0,0.956,9314,89,0.978,0.073
768712383,Attrited Customer,51,M,5,Graduate,Divorced,$120K +,Blue,45,6,3,6,34516.0,0,34516.0,0.757,8173,91,1.022,0.0
711156858,Attrited Customer,48,F,5,High School,Single,Less than $40K,Blue,40,1,4,3,8297.0,2517,5780.0,0.899,9819,74,0.682,0.303
710306358,Attrited Customer,38,M,1,Unknown,Married,$40K - $60K,Blue,18,1,1,2,9664.0,1983,7681.0,0.873,7995,56,0.806,0.205
779055033,Attrited Customer,43,F,3,Uneducated,Unknown,Less than $40K,Blue,24,1,2,2,8256.0,2416,5840.0,0.696,8104,64,0.73,0.293
714145233,Attrited Customer,34,M,0,Graduate,Divorced,$80K - $120K,Silver,24,1,2,3,34516.0,400,34116.0,0.202,5112,49,0.256,0.012
719547033,Attrited Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,31,1,3,6,23502.0,0,23502.0,0.839,7957,60,0.875,0.0
789432033,Attrited Customer,32,F,1,Graduate,Married,Less than $40K,Blue,23,1,2,3,4065.0,230,3835.0,0.779,7844,64,0.73,0.057
708319908,Attrited Customer,37,M,3,Graduate,Single,$80K - $120K,Blue,17,1,1,2,4116.0,1473,2643.0,1.023,8667,70,0.892,0.358
714082308,Attrited Customer,39,M,3,High School,Single,$80K - $120K,Blue,13,2,1,3,8656.0,0,8656.0,0.893,8056,89,0.935,0.0
714820158,Attrited Customer,29,M,0,High School,Single,$40K - $60K,Blue,36,6,3,1,5988.0,660,5328.0,1.041,10211,68,1.0,0.11
713347608,Attrited Customer,54,F,2,Post-Graduate,Single,Less than $40K,Blue,43,2,3,2,4917.0,0,4917.0,0.972,9442,69,0.917,0.0
718080558,Attrited Customer,41,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,4720.0,0,4720.0,0.978,8798,67,0.675,0.0
713880633,Attrited Customer,53,M,2,Unknown,Single,$60K - $80K,Blue,43,2,2,3,5905.0,0,5905.0,0.797,8883,83,0.729,0.0
758753283,Attrited Customer,52,M,3,Doctorate,Married,$120K +,Blue,45,1,3,3,34516.0,550,33966.0,0.674,7341,71,0.732,0.016
773172483,Attrited Customer,30,M,0,Graduate,Married,$40K - $60K,Blue,23,6,2,4,4063.0,0,4063.0,0.776,7463,70,0.707,0.0
710639658,Attrited Customer,29,M,1,High School,Single,$60K - $80K,Blue,17,6,1,3,17744.0,829,16915.0,0.851,9658,78,0.773,0.047
712941483,Attrited Customer,51,F,4,Post-Graduate,Married,$40K - $60K,Silver,43,1,3,3,3735.0,0,3735.0,0.762,6826,61,0.848,0.0
714757083,Attrited Customer,44,M,4,Uneducated,Married,$60K - $80K,Silver,37,1,2,2,29076.0,0,29076.0,0.77,8765,84,1.211,0.0
714136233,Attrited Customer,53,M,4,Graduate,Married,$120K +,Blue,38,5,2,3,34516.0,0,34516.0,0.854,8417,72,0.714,0.0
778888083,Attrited Customer,45,F,2,Graduate,Married,$40K - $60K,Blue,26,6,2,4,4307.0,0,4307.0,0.743,8697,62,0.59,0.0
718665033,Attrited Customer,44,M,5,Doctorate,Single,$60K - $80K,Silver,36,2,3,4,34140.0,0,34140.0,0.877,8177,76,0.52,0.0
771561183,Attrited Customer,42,F,4,Graduate,Single,$40K - $60K,Blue,30,6,3,3,13753.0,2517,11236.0,0.652,7464,66,0.692,0.183
712036383,Attrited Customer,49,M,4,High School,Single,$60K - $80K,Blue,30,6,3,3,18418.0,0,18418.0,0.918,9980,68,0.744,0.0
715671183,Attrited Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,31,6,3,4,6824.0,2517,4307.0,0.972,9045,67,0.595,0.369
822084333,Attrited Customer,51,M,3,High School,Married,$80K - $120K,Blue,47,2,4,3,4041.0,0,4041.0,0.67,8219,84,0.909,0.0
708821733,Attrited Customer,43,F,3,Unknown,Single,$40K - $60K,Silver,36,2,3,4,19713.0,531,19182.0,0.792,8301,70,0.591,0.027
710751033,Attrited Customer,31,F,1,Graduate,Single,Less than $40K,Blue,13,1,1,3,4829.0,0,4829.0,0.836,8286,65,0.857,0.0
710679933,Attrited Customer,59,M,1,Graduate,Single,$80K - $120K,Blue,54,2,5,4,15633.0,0,15633.0,0.984,8660,58,0.758,0.0
717174558,Attrited Customer,57,F,1,Uneducated,Single,Less than $40K,Blue,46,2,3,3,9129.0,0,9129.0,0.733,7733,81,0.884,0.0
714543633,Attrited Customer,45,F,3,Unknown,Single,Less than $40K,Blue,36,1,2,5,7500.0,0,7500.0,0.576,8024,78,0.696,0.0
713668158,Attrited Customer,31,F,1,Uneducated,Single,Unknown,Blue,36,2,3,3,21067.0,0,21067.0,0.995,9212,71,0.821,0.0
709249083,Attrited Customer,40,M,2,Unknown,Single,$60K - $80K,Blue,20,4,2,4,4283.0,0,4283.0,0.878,8672,64,1.207,0.0
713399583,Attrited Customer,49,M,2,Unknown,Married,$80K - $120K,Blue,39,2,3,4,29865.0,2097,27768.0,0.902,8636,74,0.947,0.07
709608708,Attrited Customer,29,M,1,Graduate,Married,$60K - $80K,Blue,17,5,1,4,6500.0,2517,3983.0,0.915,9451,79,0.646,0.387
709977933,Attrited Customer,52,M,5,Uneducated,Married,$80K - $120K,Blue,44,2,3,4,9959.0,199,9760.0,1.003,8517,60,0.5,0.02
710590683,Attrited Customer,33,M,2,Unknown,Married,$120K +,Blue,36,3,3,5,16127.0,0,16127.0,0.769,7729,82,1.0,0.0
710081208,Attrited Customer,52,M,2,College,Single,$120K +,Blue,32,4,3,1,4935.0,0,4935.0,0.713,7886,64,0.882,0.0
711460458,Attrited Customer,44,M,1,Uneducated,Married,$40K - $60K,Blue,34,5,2,3,10973.0,0,10973.0,0.792,10583,75,0.786,0.0
710047533,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Gold,36,4,3,3,34516.0,2201,32315.0,0.978,8614,63,0.75,0.064
716708583,Attrited Customer,54,M,4,Graduate,Married,$120K +,Blue,36,2,3,5,7684.0,0,7684.0,0.61,7667,68,0.789,0.0
712766208,Attrited Customer,45,M,5,Uneducated,Single,$120K +,Silver,36,4,2,1,34516.0,0,34516.0,0.732,8603,84,0.615,0.0
715150983,Attrited Customer,44,F,3,Unknown,Single,Unknown,Blue,34,2,3,3,26021.0,0,26021.0,1.04,8898,60,0.538,0.0
714879483,Attrited Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,31,1,3,3,3929.0,542,3387.0,0.811,7773,64,0.73,0.138
714919308,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,8135.0,0,8135.0,0.841,8620,67,0.971,0.0
717774333,Attrited Customer,48,M,3,High School,Married,$60K - $80K,Blue,36,1,2,5,8431.0,0,8431.0,0.222,5189,57,0.357,0.0
759584958,Attrited Customer,51,F,1,Graduate,Married,Unknown,Silver,44,4,2,4,33004.0,2418,30586.0,0.923,10156,72,0.946,0.073
709660233,Attrited Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,44,1,2,4,3526.0,2429,1097.0,0.712,7775,63,0.909,0.689
712627083,Attrited Customer,38,M,4,Uneducated,Married,$80K - $120K,Blue,25,5,2,4,5768.0,0,5768.0,0.924,9867,78,0.902,0.0
711433908,Attrited Customer,41,F,3,Uneducated,Married,Less than $40K,Blue,30,1,2,3,9491.0,0,9491.0,1.056,9061,51,1.684,0.0
712509108,Attrited Customer,46,F,3,Doctorate,Single,Less than $40K,Gold,36,1,3,5,15164.0,532,14632.0,0.858,8356,68,0.478,0.035
711745233,Attrited Customer,30,F,0,High School,Single,Unknown,Blue,22,1,2,4,13894.0,0,13894.0,0.845,9351,69,0.533,0.0
710721858,Attrited Customer,46,F,3,Unknown,Married,$40K - $60K,Blue,37,2,3,4,5542.0,0,5542.0,0.808,8246,59,0.639,0.0
712457208,Attrited Customer,58,M,1,Graduate,Single,$80K - $120K,Blue,36,6,3,4,22718.0,0,22718.0,0.747,8100,77,0.833,0.0
713934633,Attrited Customer,40,F,4,Uneducated,Divorced,Less than $40K,Blue,35,2,3,3,4423.0,2517,1906.0,0.84,8935,87,0.933,0.569
714945708,Attrited Customer,33,M,4,College,Single,$40K - $60K,Silver,20,2,1,3,15977.0,0,15977.0,0.702,7745,64,0.684,0.0
714524583,Attrited Customer,56,M,3,Uneducated,Married,$80K - $120K,Blue,46,1,3,3,23240.0,1534,21706.0,0.971,9441,82,0.907,0.066
714199008,Attrited Customer,50,M,2,Unknown,Married,$120K +,Blue,36,6,2,2,16081.0,492,15589.0,0.204,6100,61,0.564,0.031
719326758,Attrited Customer,52,F,0,Doctorate,Married,Less than $40K,Blue,36,4,3,2,4353.0,1489,2864.0,0.945,9226,85,1.073,0.342
718840833,Attrited Customer,49,M,3,High School,Single,$40K - $60K,Blue,36,1,3,4,4601.0,0,4601.0,0.962,9610,76,0.689,0.0
709566408,Attrited Customer,40,F,2,Graduate,Single,Less than $40K,Blue,30,5,3,6,4458.0,0,4458.0,0.935,9640,70,0.707,0.0
715020933,Attrited Customer,44,F,4,High School,Unknown,Unknown,Blue,34,4,3,4,15944.0,0,15944.0,0.919,9360,67,0.763,0.0
711149133,Attrited Customer,30,F,1,Graduate,Married,Unknown,Blue,18,4,1,4,4377.0,2517,1860.0,0.941,8759,74,0.609,0.575
716832858,Attrited Customer,46,M,3,Graduate,Married,$60K - $80K,Blue,34,1,2,4,4930.0,159,4771.0,0.592,7412,60,0.579,0.032
715154058,Attrited Customer,49,F,0,Unknown,Married,Less than $40K,Blue,39,1,3,3,4982.0,2517,2465.0,0.903,9274,65,0.857,0.505
789497283,Attrited Customer,50,M,2,High School,Single,$120K +,Blue,42,1,3,2,34162.0,1723,32439.0,0.429,7572,56,0.697,0.05
714544908,Attrited Customer,56,M,4,Graduate,Divorced,$60K - $80K,Blue,36,6,3,3,6224.0,0,6224.0,0.92,8979,68,0.581,0.0
714677583,Attrited Customer,50,F,3,Doctorate,Single,Unknown,Blue,36,4,3,3,5173.0,0,5173.0,0.912,8757,68,0.789,0.0
715493733,Attrited Customer,53,M,2,Graduate,Married,$40K - $60K,Blue,36,2,3,4,5735.0,0,5735.0,1.009,9088,64,0.684,0.0
827440458,Attrited Customer,48,M,4,College,Married,$80K - $120K,Blue,44,2,3,3,9524.0,1449,8075.0,0.559,7527,58,0.657,0.152
720128658,Attrited Customer,49,M,1,Uneducated,Single,$120K +,Blue,30,5,3,3,5181.0,0,5181.0,0.83,8943,68,1.0,0.0
770038983,Attrited Customer,37,M,4,High School,Single,$60K - $80K,Silver,31,1,3,3,28831.0,2517,26314.0,0.77,8688,69,0.769,0.087
714684108,Attrited Customer,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,24,4,2,4,4169.0,534,3635.0,0.836,8565,70,0.795,0.128
779134458,Attrited Customer,33,F,1,Doctorate,Single,Less than $40K,Blue,15,1,1,3,3709.0,1180,2529.0,0.645,8130,74,0.897,0.318
710066133,Attrited Customer,30,M,0,Graduate,Single,Less than $40K,Silver,36,4,3,3,12833.0,0,12833.0,0.853,9619,75,0.786,0.0
718614183,Attrited Customer,43,F,4,High School,Unknown,Less than $40K,Silver,31,6,2,2,13651.0,0,13651.0,1.046,9772,71,0.775,0.0
709865883,Attrited Customer,38,M,2,High School,Divorced,$60K - $80K,Silver,25,1,2,3,26794.0,821,25973.0,0.848,8788,58,0.933,0.031
717390408,Attrited Customer,49,F,4,Uneducated,Married,$40K - $60K,Blue,36,5,2,3,4167.0,0,4167.0,0.581,7590,87,0.776,0.0
713281833,Attrited Customer,37,M,3,Unknown,Single,$40K - $60K,Blue,29,6,2,3,13589.0,2517,11072.0,0.941,9456,79,1.026,0.185
720328983,Attrited Customer,52,F,5,Unknown,Married,Less than $40K,Blue,36,4,3,3,9611.0,0,9611.0,0.84,7636,64,0.829,0.0
713437008,Attrited Customer,40,F,3,Graduate,Married,Unknown,Blue,25,1,2,3,6888.0,1878,5010.0,1.059,9038,64,0.829,0.273
716644008,Attrited Customer,55,M,3,Graduate,Single,$120K +,Silver,36,4,3,4,34516.0,0,34516.0,1.007,9931,70,0.75,0.0
717185658,Attrited Customer,51,M,1,High School,Married,$80K - $120K,Blue,36,4,3,4,22754.0,0,22754.0,0.799,8531,77,0.791,0.0
709646433,Attrited Customer,59,F,1,High School,Married,Less than $40K,Blue,50,1,4,3,5043.0,743,4300.0,0.805,10170,66,0.784,0.147
713924283,Attrited Customer,61,M,0,Graduate,Single,$60K - $80K,Blue,54,2,1,4,11859.0,1644,10215.0,0.866,8930,79,0.837,0.139
714471183,Attrited Customer,47,M,4,Graduate,Divorced,$80K - $120K,Blue,39,4,3,4,17504.0,476,17028.0,0.892,10468,66,0.737,0.027
708564858,Attrited Customer,33,M,2,College,Married,$120K +,Gold,20,2,1,4,34516.0,0,34516.0,1.004,9338,73,0.622,0.0
713733633,Attrited Customer,27,M,0,High School,Divorced,$60K - $80K,Blue,36,2,3,2,13303.0,2517,10786.0,0.929,10219,85,0.809,0.189
713755458,Attrited Customer,50,M,1,Unknown,Unknown,$80K - $120K,Blue,36,6,3,4,9959.0,952,9007.0,0.825,10310,63,1.1,0.096
716893683,Attrited Customer,55,F,3,Uneducated,Single,Unknown,Blue,47,4,3,3,14657.0,2517,12140.0,0.166,6009,53,0.514,0.172
710638233,Attrited Customer,41,M,2,Unknown,Divorced,$40K - $60K,Blue,25,4,2,3,4277.0,2186,2091.0,0.804,8764,69,0.683,0.511
716506083,Attrited Customer,44,F,1,High School,Married,Less than $40K,Blue,36,5,3,4,5409.0,0,5409.0,0.819,10291,60,0.818,0.0
717406983,Attrited Customer,30,M,2,Graduate,Unknown,$40K - $60K,Blue,36,4,3,3,5281.0,0,5281.0,0.535,8395,62,0.722,0.0
714337233,Attrited Customer,43,F,2,Graduate,Married,Less than $40K,Silver,25,6,2,4,10388.0,1961,8427.0,0.703,10294,61,0.649,0.189
717574683,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,46,6,3,1,2192.0,1146,1046.0,0.622,4756,85,0.735,0.523
769662033,Existing Customer,45,F,2,College,Unknown,Less than $40K,Blue,29,2,2,3,1438.3,0,1438.3,0.729,5025,85,0.735,0.0
719377383,Existing Customer,40,M,2,College,Single,$60K - $80K,Blue,28,1,2,3,10880.0,2025,8855.0,0.753,4957,90,0.765,0.186
820657083,Existing Customer,53,M,4,College,Single,$80K - $120K,Silver,48,5,1,2,34516.0,800,33716.0,0.804,3819,72,0.6,0.023
709836258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,41,5,1,2,1927.0,1337,590.0,0.667,5127,81,0.653,0.694
779833908,Existing Customer,40,F,2,Graduate,Divorced,Unknown,Blue,23,6,2,1,18332.0,1376,16956.0,0.6,4095,67,0.675,0.075
719976558,Existing Customer,47,M,2,Graduate,Unknown,$60K - $80K,Blue,34,3,2,4,4249.0,1562,2687.0,0.773,1881,49,0.815,0.368
818502708,Existing Customer,51,F,1,Uneducated,Single,$40K - $60K,Blue,46,5,3,2,2284.0,1674,610.0,0.784,4885,86,0.83,0.733
786509358,Existing Customer,44,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,4,4198.0,1782,2416.0,1.526,2051,36,1.0,0.424
789226683,Existing Customer,44,M,1,Unknown,Married,$60K - $80K,Blue,33,6,2,3,4969.0,1187,3782.0,0.714,3878,82,0.783,0.239
719912808,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,39,3,3,4,14973.0,0,14973.0,0.706,4288,72,0.6,0.0
714816258,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,36,4,2,2,7638.0,947,6691.0,0.682,2336,58,0.611,0.124
721402233,Existing Customer,42,M,3,Uneducated,Married,$120K +,Blue,28,2,3,1,19192.0,1507,17685.0,0.594,15615,125,0.736,0.079
708445608,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,37,4,3,3,3305.0,2517,788.0,0.766,2027,57,1.036,0.762
721112508,Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,40,2,3,1,5298.0,0,5298.0,0.686,4834,80,0.667,0.0
714920208,Existing Customer,37,F,1,High School,Unknown,Less than $40K,Blue,30,3,5,0,3003.0,1810,1193.0,0.719,3148,68,0.789,0.603
716399583,Existing Customer,34,M,1,Uneducated,Married,$120K +,Blue,36,6,2,1,19630.0,1251,18379.0,1.399,2286,39,0.696,0.064
718500633,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,5,1,1,7924.0,1896,6028.0,1.161,3270,58,0.933,0.239
717733158,Existing Customer,43,F,3,Doctorate,Married,Less than $40K,Blue,29,4,2,3,3186.0,2517,669.0,0.59,4197,84,0.909,0.79
716866308,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,33,6,3,4,5940.0,1101,4839.0,0.942,1872,34,1.125,0.185
708447858,Existing Customer,59,F,2,Uneducated,Married,Less than $40K,Blue,36,6,3,2,3850.0,0,3850.0,0.509,15107,117,0.918,0.0
771190083,Existing Customer,36,F,3,Post-Graduate,Single,Less than $40K,Blue,23,6,2,1,2410.0,1705,705.0,0.798,2505,69,0.568,0.707
712444533,Existing Customer,43,M,2,High School,Single,$80K - $120K,Blue,36,6,2,0,14418.0,0,14418.0,1.043,3880,68,0.7,0.0
721491258,Existing Customer,53,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,2,3924.0,2517,1407.0,0.511,1417,30,0.667,0.641
719633508,Existing Customer,52,F,1,Doctorate,Married,Less than $40K,Blue,39,3,1,1,1663.0,0,1663.0,0.707,4875,86,0.654,0.0
709165533,Existing Customer,47,M,3,Doctorate,Unknown,$120K +,Blue,41,6,2,2,6143.0,1151,4992.0,0.866,4330,72,0.895,0.187
718563483,Existing Customer,30,M,2,Unknown,Divorced,$120K +,Blue,14,3,2,3,1548.0,0,1548.0,0.828,2611,64,0.455,0.0
784734258,Existing Customer,56,F,2,Unknown,Divorced,$40K - $60K,Blue,50,5,2,2,5084.0,1683,3401.0,0.923,4060,55,0.774,0.331
720817533,Existing Customer,54,M,1,Uneducated,Married,$120K +,Blue,40,4,1,2,12086.0,1264,10822.0,0.986,15559,91,0.717,0.105
719848908,Existing Customer,41,F,3,Graduate,Married,Unknown,Blue,33,3,3,3,2542.0,0,2542.0,0.587,4087,73,0.78,0.0
720676158,Existing Customer,34,F,4,Uneducated,Single,Unknown,Blue,21,6,3,2,9005.0,1994,7011.0,0.919,5223,89,0.712,0.221
822068583,Existing Customer,48,F,4,Uneducated,Single,Unknown,Blue,44,4,3,0,2231.0,0,2231.0,0.712,3946,48,1.286,0.0
766706358,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,32,6,3,0,2524.0,1395,1129.0,1.048,1800,33,0.5,0.553
713282733,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,3,1,3375.0,1730,1645.0,0.514,4341,64,0.684,0.513
716165508,Existing Customer,51,M,2,Uneducated,Married,$60K - $80K,Blue,40,2,1,1,3559.0,0,3559.0,0.585,4498,94,0.649,0.0
751422258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,38,6,3,2,5583.0,0,5583.0,0.748,3317,71,0.821,0.0
714658233,Existing Customer,46,F,5,High School,Unknown,Less than $40K,Blue,37,4,3,3,1438.3,725,713.3,0.715,3916,79,0.795,0.504
718894233,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,4,2956.0,1391,1565.0,0.698,2116,63,0.575,0.471
804426858,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,30,3,2,1,2593.0,1660,933.0,0.562,1974,33,1.062,0.64
719273733,Existing Customer,37,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,5,7959.0,998,6961.0,0.773,1855,29,0.318,0.125
822961533,Existing Customer,65,F,0,College,Divorced,Unknown,Blue,56,5,2,3,13666.0,0,13666.0,0.808,3998,70,1.0,0.0
715713408,Existing Customer,55,M,2,Graduate,Married,Less than $40K,Gold,46,3,5,3,15987.0,0,15987.0,0.82,15853,117,0.56,0.0
713824983,Existing Customer,43,F,0,High School,Married,Less than $40K,Blue,35,1,1,0,8401.0,1085,7316.0,0.696,7697,98,0.508,0.129
